air	0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
stone	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
granite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
polished_granite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
diorite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
polished_diorite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
andesite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
polished_andesite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
cobbled_deepslate	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
polished_deepslate	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
calcite	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
tuff	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
dripstone_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
grass_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
dirt	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
coarse_dirt	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
podzol	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
rooted_dirt	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
mud	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
crimson_nylium	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
warped_nylium	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
cobblestone	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
oak_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
spruce_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
birch_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
jungle_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
acacia_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
cherry_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
dark_oak_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
mangrove_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
bamboo_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
crimson_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
warped_planks	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
bamboo_mosaic	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
oak_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
spruce_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
birch_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
jungle_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
acacia_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
cherry_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
dark_oak_sapling	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
mangrove_propagule	0,0,0,0,3,1,0.55,0.55,0.55,0,0,0,0,3,1,0.55,0.55,0.55
bedrock	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
sand	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
suspicious_sand	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
suspicious_gravel	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
red_sand	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
gravel	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
coal_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_coal_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
iron_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_iron_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
copper_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_copper_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
gold_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_gold_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
redstone_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_redstone_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
emerald_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_emerald_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
lapis_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_lapis_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
diamond_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
deepslate_diamond_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
nether_gold_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
nether_quartz_ore	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
ancient_debris	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
coal_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
raw_iron_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
raw_copper_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
raw_gold_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
amethyst_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
budding_amethyst	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
iron_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
copper_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
gold_block	75,45,0,0,2.5,0,0.375,0.375,0.375,75,45,0,0,2.5,0,0.375,0.375,0.375
